Load	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Ext	Angle	DL	SL	Wutt	*	Wdtt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Angle	DL	SL	Wutt	*	Wdtt	*	Angle	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	*	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	*	N/mm	N/mm	N/mm	N	N/mm	N	*	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+1.6SL+0.5Wdspan2	2.46	-13.37	28.43	16.05	0.96	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan2	2.63	-12.52	27.01	15.03	1.03	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan2	2.13	-4.43	12.75	5.31	0.83	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+1.6SL+0.5Wdspan3	1.91	-11.48	25.14	13.78	0.74	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan3	2.56	-10.35	23.28	12.42	1	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan3	2.55	-3.59	11.4	4.31	0.99	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+1.6SL+0.5Wdspan4	1.36	-11.24	24.63	13.48	0.53	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan4	2.13	-10.21	22.89	12.25	0.84	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan4	1.44	-2.9	10.05	3.48	0.55	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+1.6SL+0.5Wdspan5	1.56	-9.85	22.17	11.82	0.6	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan5	1.63	-9.26	21.19	11.12	0.64	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan5	1.7	-3.11	10.41	3.74	0.66	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+1.6SL+0.5Wdspan6	1.95	-9.38	21.42	11.26	0.75	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan6	1.84	-9.39	21.43	11.27	0.72	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	1	1.2DL+1.6SL+0.5Wdspan6	1.52	-3.1	10.37	3.73	0.59	0.76	0.01	4.8	-0.01	0.29	0.76	0.01	4.8	-0.01	0.29	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-1.86	-0.67	4.84	0.8	-1.5	-1.86	-0.67	4.84	0.8	-1.5	-1.86	-0.67	4.84	0.8	-1.5	1	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-1.84	-0.67	4.84	0.8	-1.49	-1.84	-0.67	4.84	0.8	-1.49	-1.84	-0.67	4.84	0.8	-1.49	1	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-1.84	-0.67	4.84	0.8	-1.49	-1.84	-0.67	4.84	0.8	-1.49	-1.84	-0.67	4.84	0.8	-1.49	*	*	*	*	*	*	*	*	*	*	
1	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	1	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	1	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	0.02	-2.24	5.09	2.69	-0.23	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wutt	0.43	4.78	-2.05	-22.9	0.17	0.56	7.51	-1.18	-25	0.22	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wutt	0.61	4.38	-1.34	-20.86	0.24	0.41	5.26	1.01	-19.35	0.16	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wutt	0.02	2.38	2.05	-10.44	0.01	0	2.48	3.7	-8.91	0	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdtt	-0.62	-4.7	13.78	-7.45	-0.25	-0.71	-8.22	13.99	-0.53	-0.29	-2.68	-25.56	42.79	-28.05	-1.09	2	0.9DL+1.0Wdtt	-0.16	-0.02	6.18	0.37	-0.07	-0.89	-7.18	12.96	1.39	-0.36	-3.92	-23.98	40.25	-23.05	-1.57	2	0.9DL+1.0Wdtt	-0.16	-0.02	6.18	0.37	-0.07	-0.21	-0.98	7.1	-0.24	-0.09	-0.54	-6.47	16.31	-9.63	-0.22	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan1	-2.19	-25.62	48.94	-18.24	-0.87	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan1	-1.33	-26.38	50.04	-10.4	-0.5	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan1	-1.88	-8.34	19.91	-0.68	-0.75	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan2	-3.66	-27.75	52.09	-15.99	-1.45	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan2	-2.39	-28.81	53.69	-8.47	-0.94	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan2	-1.6	-11.91	25.69	0.51	-0.64	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan3	-1.09	-27.08	51.1	-15.51	-0.45	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan3	-0.62	-27.85	52.08	-6.44	-0.25	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan3	-1.09	-13.23	27.74	0.81	-0.45	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan4	-0.77	-25.06	48	-17.58	-0.31	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan4	-1.99	-22.99	44.19	-8.44	-0.78	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan4	0.32	-10.14	22.98	-1.55	0.11	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan5	-2.07	-20.31	40.03	-16.96	-0.83	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan5	-0.88	-21.25	41.43	-8.61	-0.34	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan5	-1.08	-8.77	20.65	-2.72	-0.44	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	0.9DL+1.0Wdspan6	-2.11	-20.76	40.6	-14.57	-0.85	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan6	-1.31	-21.41	41.64	-7.85	-0.51	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	2	0.9DL+1.0Wdspan6	-0.83	-8.41	20.1	-2.12	-0.34	-0.16	-0.02	6.18	0.37	-0.07	-0.16	-0.02	6.18	0.37	-0.07	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wutt	0.38	4.77	0.01	-22.78	0.15	0.51	7.5	0.88	-24.87	0.2	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wutt	0.56	4.37	0.72	-20.73	0.22	0.36	5.26	3.07	-19.23	0.14	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wutt	-0.03	2.38	4.11	-10.32	-0.02	-0.05	2.48	5.76	-8.79	-0.02	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdtt	-0.67	-4.71	15.84	-7.32	-0.28	-0.76	-8.23	16.05	-0.41	-0.31	-2.73	-25.57	44.85	-27.93	-1.11	2	1.2DL+0.5SL+1.0Wdtt	-0.21	-0.02	8.24	0.49	-0.09	-0.94	-7.19	15.02	1.51	-0.38	-3.98	-23.99	42.31	-22.93	-1.59	2	1.2DL+0.5SL+1.0Wdtt	-0.21	-0.02	8.24	0.49	-0.09	-0.26	-0.99	9.16	-0.11	-0.11	-0.59	-6.48	18.37	-9.51	-0.25	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan1	-2.24	-25.62	51	-18.11	-0.89	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan1	-1.38	-26.38	52.1	-10.28	-0.52	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan1	-1.93	-8.34	21.97	-0.56	-0.77	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan2	-3.72	-27.75	54.15	-15.86	-1.48	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan2	-2.44	-28.81	55.75	-8.35	-0.96	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan2	-1.65	-11.91	27.75	0.63	-0.66	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan3	-1.15	-27.09	53.16	-15.39	-0.47	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan3	-0.67	-27.85	54.14	-6.32	-0.27	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan3	-1.14	-13.24	29.8	0.93	-0.48	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan4	-0.82	-25.07	50.06	-17.45	-0.34	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan4	-2.04	-23	46.25	-8.31	-0.8	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan4	0.27	-10.14	25.03	-1.42	0.09	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan5	-2.12	-20.32	42.09	-16.84	-0.85	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan5	-0.93	-21.25	43.49	-8.48	-0.37	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan5	-1.14	-8.78	22.71	-2.59	-0.47	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.5SL+1.0Wdspan6	-2.17	-20.77	42.66	-14.44	-0.87	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan6	-1.36	-21.42	43.7	-7.73	-0.53	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+0.5SL+1.0Wdspan6	-0.89	-8.41	22.16	-2	-0.36	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wutt	0.08	2.38	4.12	-11.14	0.03	0.15	3.74	4.56	-12.19	0.06	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wutt	0.17	2.18	4.48	-10.12	0.07	0.07	2.62	5.66	-9.37	0.02	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wutt	-0.12	1.18	6.18	-4.91	-0.05	-0.13	1.23	7	-4.15	-0.06	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdtt	-0.44	-2.36	12.04	-3.41	-0.18	-0.49	-4.12	12.14	0.04	-0.2	-1.47	-12.79	26.54	-13.72	-0.6	2	1.2DL+1.6SL+0.5Wdtt	-0.21	-0.02	8.24	0.49	-0.09	-0.58	-3.6	11.63	1	-0.23	-2.09	-12	25.27	-11.22	-0.84	2	1.2DL+1.6SL+0.5Wdtt	-0.21	-0.02	8.24	0.49	-0.09	-0.24	-0.5	8.7	0.19	-0.1	-0.4	-3.25	13.31	-4.51	-0.17	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan1	-1.23	-12.82	29.62	-8.81	-0.49	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan1	-0.79	-13.2	30.17	-4.89	-0.31	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan1	-1.07	-4.18	15.1	-0.03	-0.43	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan2	-1.96	-13.89	31.19	-7.68	-0.78	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan2	-1.32	-14.42	31.99	-3.93	-0.52	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan2	-0.93	-5.97	17.99	0.56	-0.38	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan3	-0.68	-13.55	30.7	-7.45	-0.28	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan3	-0.44	-13.94	31.19	-2.91	-0.18	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan3	-0.68	-6.63	19.02	0.71	-0.28	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan4	-0.52	-12.54	29.15	-8.48	-0.21	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan4	-1.13	-11.51	27.24	-3.91	-0.45	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan4	0.03	-5.08	16.64	-0.46	0	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan5	-1.17	-10.17	25.16	-8.17	-0.47	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan5	-0.57	-10.64	25.86	-3.99	-0.23	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan5	-0.67	-4.4	15.47	-1.05	-0.28	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+1.6SL+0.5Wdspan6	-1.19	-10.39	25.45	-6.98	-0.48	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan6	-0.78	-10.72	25.97	-3.62	-0.31	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	2	1.2DL+1.6SL+0.5Wdspan6	-0.55	-4.22	15.2	-0.75	-0.23	-0.21	-0.02	8.24	0.49	-0.09	-0.21	-0.02	8.24	0.49	-0.09	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-3.56	-1	8.94	1.66	-2.18	-3.56	-1	8.94	1.66	-2.18	-3.56	-1	8.94	1.66	-2.18	2	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-3.55	-1	8.94	1.66	-2.17	-3.55	-1	8.94	1.66	-2.17	-3.55	-1	8.94	1.66	-2.17	2	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-3.55	-1	8.94	1.66	-2.17	-3.55	-1	8.94	1.66	-2.17	-3.55	-1	8.94	1.66	-2.17	*	*	*	*	*	*	*	*	*	*	
2	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-1.23	-3.26	8.85	4.38	-0.72	-1.23	-3.26	8.85	4.38	-0.72	-1.23	-3.26	8.85	4.38	-0.72	2	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-1.22	-3.26	8.85	4.38	-0.72	-1.22	-3.26	8.85	4.38	-0.72	-1.22	-3.26	8.85	4.38	-0.72	2	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-1.22	-3.26	8.85	4.38	-0.72	-1.22	-3.26	8.85	4.38	-0.72	-1.22	-3.26	8.85	4.38	-0.72	*	*	*	*	*	*	*	*	*	*	
3	1.2DL+0.5SL	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wutt	0.18	3.22	-0.69	-3.87	0.07	0.05	4.63	0.16	-5.55	0.02	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wutt	0.07	2.56	0.45	-3.07	0.03	0.1	2.62	2.2	-3.14	0.04	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wutt	0.03	2.25	0.96	-2.7	0.01	0.04	1.36	3.49	-1.63	0.02	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdtt	0.06	-3.19	10.67	3.83	0.02	-0.02	-5.39	10.45	6.46	-0.01	-0.01	-19.42	32.4	23.3	-0.02	3	0.9DL+1.0Wdtt	0.04	0.01	4.84	-0.01	0.01	-0.12	-2.67	7.74	3.2	-0.05	-0.54	-9.01	20.29	10.82	-0.22	3	0.9DL+1.0Wdtt	0.04	0.01	4.84	-0.01	0.01	0.03	-0.71	5.58	0.85	0.01	0.07	-5.75	14.23	6.9	0.02	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan1	0.16	-19.43	39.53	23.32	0.06	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan1	-2.57	-13.85	30.04	16.62	-1	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan1	0.35	-4.5	13.09	5.4	0.14	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan2	-0.01	-17.51	36.53	21.02	-0.01	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan2	-2.92	-12.89	28.67	15.47	-1.15	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan2	-0.54	-6.19	16.17	7.43	-0.22	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan3	-0.76	-21.79	43.72	26.15	-0.31	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan3	-3.76	-14.27	30.87	17.13	-1.48	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan3	-0.71	-8.86	20.87	10.63	-0.29	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan4	0.57	-23.74	46.83	28.49	0.22	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan4	-1.11	-13.46	29.3	16.15	-0.43	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan4	0.07	-11.12	24.39	13.34	0.02	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan5	1.84	-19.55	39.44	23.46	0.72	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan5	-1.41	-13.79	29.66	16.55	-0.55	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan5	1.19	-9.55	21.71	11.46	0.46	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan6	0.7	-16.93	35	20.31	0.27	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan6	-1.75	-11.66	26	14	-0.68	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	3	0.9DL+1.0Wdspan6	0.65	-7.88	18.75	9.46	0.25	0.04	0.01	4.84	-0.01	0.01	0.04	0.01	4.84	-0.01	0.01	*	*	*	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wutt	0.2	3.23	0.92	-3.87	0.08	0.06	4.63	1.77	-5.56	0.02	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL+1.0Wutt	0.08	2.56	2.06	-3.07	0.03	0.11	2.62	3.82	-3.15	0.04	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL+1.0Wutt	0.04	2.25	2.57	-2.7	0.01	0.06	1.36	5.1	-1.64	0.02	0.05	0.01	6.45	-0.01	0.02	*	*	*	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdtt	0.08	-3.19	12.28	3.83	0.02	-0.01	-5.38	12.07	6.46	-0.01	0.01	-19.42	34.02	23.3	-0.01	3	1.2DL+0.5SL+1.0Wdtt	0.05	0.01	6.45	-0.01	0.02	-0.11	-2.66	9.35	3.2	-0.05	-0.53	-9.01	21.9	10.81	-0.22	3	1.2DL+0.5SL+1.0Wdtt	0.05	0.01	6.45	-0.01	0.02	0.05	-0.71	7.19	0.85	0.02	0.08	-5.75	15.84	6.9	0.03	*	*	*	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan1	0.17	-19.43	41.14	23.32	0.06	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL+1.0Wdspan1	-2.56	-13.85	31.65	16.62	-1	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	3	1.2DL+0.5SL+1.0Wdspan1	0.36	-4.5	14.71	5.4	0.14	0.05	0.01	6.45	-0.01	0.02	0.05	0.01	6.45	-0.01	0.02	*	*	*	*	*	*	*	*	*	*	
